-2.95	0	-0.841205	-0
-2.95	0.01	-0.817965	-5.49396e-07
-2.95	0.02	-0.794726	-2.19758e-06
-2.95	0.03	-0.771486	-4.94456e-06
-2.95	0.04	-0.748247	-8.79034e-06
-2.95	0.05	-0.725007	-1.37349e-05
-2.95	0.06	-0.701768	-1.97783e-05
-2.95	0.07	-0.678528	-2.69204e-05
-2.95	0.08	-0.655289	-3.51613e-05
-2.95	0.09	-0.63205	-4.45011e-05
-2.95	0.1	-0.60881	-5.49396e-05
-2.95	0.11	-0.585571	-6.64769e-05
-2.95	0.12	-0.562331	-7.9113e-05
-2.95	0.13	-0.539092	-9.28479e-05
-2.95	0.14	-0.515852	-0.000107682
-2.95	0.15	-0.492613	-0.000123614
-2.95	0.16	-0.469373	-0.000140645
-2.95	0.17	-0.446134	-0.000158775
-2.95	0.18	-0.422894	-0.000178004
-2.95	0.19	-0.399655	-0.000198332
-2.95	0.2	-0.376415	-0.000219758
-2.95	0.21	-0.353176	-0.000242284
-2.95	0.22	-0.329936	-0.000265908
-2.95	0.23	-0.306697	-0.000290631
-2.95	0.24	-0.283457	-0.000316452
-2.95	0.25	-0.260218	-0.000343373
-2.95	0.26	-0.236978	-0.000371392
-2.95	0.27	-0.213739	-0.00040051
-2.95	0.28	-0.190499	-0.000430727
-2.95	0.29	-0.16726	-0.000462042
-2.95	0.3	-0.14402	-0.000494456
-2.95	0.31	-0.120781	-0.00052797
-2.95	0.32	-0.0975415	-0.000562582
-2.95	0.33	-0.074302	-0.000598292
-2.95	0.34	-0.0510625	-0.000635102
-2.95	0.35	-0.0278231	-0.00067301
-2.95	0.36	-0.00458358	-0.000712017
-2.95	0.37	0.0186559	-0.000752123
-2.95	0.38	0.0418954	-0.000793328
-2.95	0.39	0.0651349	-0.000835631
-2.95	0.4	0.0883743	-0.000879034
-2.95	0.41	0.111614	-0.000923535
-2.95	0.42	0.134853	-0.000969135
-2.95	0.43	0.158093	-0.00101583
-2.95	0.44	0.181332	-0.00106363
-2.95	0.45	0.204572	-0.00111253
-2.95	0.46	0.227811	-0.00116252
-2.95	0.47	0.251051	-0.00121362
-2.95	0.48	0.27429	-0.00126581
-2.95	0.49	0.29753	-0.0013191
-2.95	0.5	0.320769	-0.00137349
-2.95	0.51	0.344009	-0.00142898
-2.95	0.52	0.367248	-0.00148557
-2.95	0.53	0.390488	-0.00154325
-2.95	0.54	0.413727	-0.00160204
-2.95	0.55	0.436967	-0.00166192
-2.95	0.56	0.460206	-0.00172291
-2.95	0.57	0.483445	-0.00178499
-2.95	0.58	0.506685	-0.00184817
-2.95	0.59	0.529924	-0.00191245
-2.95	0.6	0.553164	-0.00197783
-2.95	0.61	0.576403	-0.0020443
-2.95	0.62	0.599643	-0.00211188
-2.95	0.63	0.622882	-0.00218055
-2.95	0.64	0.646122	-0.00225033
-2.95	0.65	0.669361	-0.0023212
-2.95	0.66	0.692601	-0.00239317
-2.95	0.67	0.71584	-0.00246624
-2.95	0.68	0.73908	-0.00254041
-2.95	0.69	0.762319	-0.00261567
-2.95	0.7	0.785559	-0.00269204
-2.95	0.71	0.808798	-0.00276951
-2.95	0.72	0.832038	-0.00284807
-2.95	0.73	0.855277	-0.00292773
-2.95	0.74	0.878517	-0.00300849
-2.95	0.75	0.901756	-0.00309035
-2.95	0.76	0.924996	-0.00317331
-2.95	0.77	0.948235	-0.00325737
-2.95	0.78	0.971475	-0.00334253
-2.95	0.79	0.994714	-0.00342878
-2.95	0.8	1.01795	-0.00351613
-2.95	0.81	1.04119	-0.00360459
-2.95	0.82	1.06443	-0.00369414
-2.95	0.83	1.08767	-0.00378479
-2.95	0.84	1.11091	-0.00387654
-2.95	0.85	1.13415	-0.00396939
-2.95	0.86	1.15739	-0.00406333
-2.95	0.87	1.18063	-0.00415838
-2.95	0.88	1.20387	-0.00425452
-2.95	0.89	1.22711	-0.00435177
-2.95	0.9	1.25035	-0.00445011
-2.95	0.91	1.27359	-0.00454955
-2.95	0.92	1.29683	-0.00465009
-2.95	0.93	1.32007	-0.00475173
-2.95	0.94	1.34331	-0.00485446
-2.95	0.95	1.36655	-0.0049583
-2.95	0.96	1.38979	-0.00506323
-2.95	0.97	1.41302	-0.00516927
-2.95	0.98	1.43626	-0.0052764
-2.95	0.99	1.4595	-0.00538463
-2.95	1	1.48274	-0.00549396
-2.94	0	-0.841214	-0
-2.94	0.01	-0.817973	-5.60526e-07
-2.94	0.02	-0.794732	-2.2421e-06
-2.94	0.03	-0.771492	-5.04473e-06
-2.94	0.04	-0.748251	-8.96841e-06
-2.94	0.05	-0.725011	-1.40131e-05
-2.94	0.06	-0.70177	-2.01789e-05
-2.94	0.07	-0.67853	-2.74658e-05
-2.94	0.08	-0.655289	-3.58737e-05
-2.94	0.09	-0.632048	-4.54026e-05
-2.94	0.1	-0.608808	-5.60526e-05
-2.94	0.11	-0.585567	-6.78236e-05
-2.94	0.12	-0.562327	-8.07157e-05
-2.94	0.13	-0.539086	-9.47289e-05
-2.94	0.14	-0.515845	-0.000109863
-2.94	0.15	-0.492605	-0.000126118
-2.94	0.16	-0.469364	-0.000143495
-2.94	0.17	-0.446124	-0.000161992
-2.94	0.18	-0.422883	-0.00018161
-2.94	0.19	-0.399642	-0.00020235
-2.94	0.2	-0.376402	-0.00022421
-2.94	0.21	-0.353161	-0.000247192
-2.94	0.22	-0.329921	-0.000271294
-2.94	0.23	-0.30668	-0.000296518
-2.94	0.24	-0.283439	-0.000322863
-2.94	0.25	-0.260199	-0.000350329
-2.94	0.26	-0.236958	-0.000378915
-2.94	0.27	-0.213718	-0.000408623
-2.94	0.28	-0.190477	-0.000439452
-2.94	0.29	-0.167237	-0.000471402
-2.94	0.3	-0.143996	-0.000504473
-2.94	0.31	-0.120755	-0.000538665
-2.94	0.32	-0.0975148	-0.000573978
-2.94	0.33	-0.0742742	-0.000610413
-2.94	0.34	-0.0510336	-0.000647968
-2.94	0.35	-0.027793	-0.000686644
-2.94	0.36	-0.00455241	-0.000726441
-2.94	0.37	0.0186882	-0.00076736
-2.94	0.38	0.0419288	-0.000809399
-2.94	0.39	0.0651694	-0.00085256
-2.94	0.4	0.08841	-0.000896841
-2.94	0.41	0.111651	-0.000942244
-2.94	0.42	0.134891	-0.000988767
-2.94	0.43	0.158132	-0.00103641
-2.94	0.44	0.181372	-0.00108518
-2.94	0.45	0.204613	-0.00113506
-2.94	0.46	0.227853	-0.00118607
-2.94	0.47	0.251094	-0.0012382
-2.94	0.48	0.274335	-0.00129145
-2.94	0.49	0.297575	-0.00134582
-2.94	0.5	0.320816	-0.00140131
-2.94	0.51	0.344056	-0.00145793
-2.94	0.52	0.367297	-0.00151566
-2.94	0.53	0.390538	-0.00157452
-2.94	0.54	0.413778	-0.00163449
-2.94	0.55	0.437019	-0.00169559
-2.94	0.56	0.460259	-0.00175781
-2.94	0.57	0.4835	-0.00182115
-2.94	0.58	0.506741	-0.00188561
-2.94	0.59	0.529981	-0.00195119
-2.94	0.6	0.553222	-0.00201789
-2.94	0.61	0.576462	-0.00208572
-2.94	0.62	0.599703	-0.00215466
-2.94	0.63	0.622944	-0.00222473
-2.94	0.64	0.646184	-0.00229591
-2.94	0.65	0.669425	-0.00236822
-2.94	0.66	0.692665	-0.00244165
-2.94	0.67	0.715906	-0.0025162
-2.94	0.68	0.739146	-0.00259187
-2.94	0.69	0.762387	-0.00266866
-2.94	0.7	0.785628	-0.00274658
-2.94	0.71	0.808868	-0.00282561
-2.94	0.72	0.832109	-0.00290577
-2.94	0.73	0.855349	-0.00298704
-2.94	0.74	0.87859	-0.00306944
-2.94	0.75	0.901831	-0.00315296
-2.94	0.76	0.925071	-0.0032376
-2.94	0.77	0.948312	-0.00332336
-2.94	0.78	0.971552	-0.00341024
-2.94	0.79	0.994793	-0.00349824
-2.94	0.8	1.01803	-0.00358737
-2.94	0.81	1.04127	-0.00367761
-2.94	0.82	1.06451	-0.00376898
-2.94	0.83	1.08776	-0.00386146
-2.94	0.84	1.111	-0.00395507
-2.94	0.85	1.13424	-0.0040498
-2.94	0.86	1.15748	-0.00414565
-2.94	0.87	1.18072	-0.00424262
-2.94	0.88	1.20396	-0.00434071
-2.94	0.89	1.2272	-0.00443992
-2.94	0.9	1.25044	-0.00454026
-2.94	0.91	1.27368	-0.00464171
-2.94	0.92	1.29692	-0.00474429
-2.94	0.93	1.32016	-0.00484799
-2.94	0.94	1.3434	-0.00495281
-2.94	0.95	1.36664	-0.00505875
-2.94	0.96	1.38988	-0.00516581
-2.94	0.97	1.41312	-0.00527399
-2.94	0.98	1.43636	-0.00538329
-2.94	0.99	1.4596	-0.00549371
-2.94	1	1.48285	-0.00560526
-2.93	0	-0.841223	-0
-2.93	0.01	-0.817981	-5.71882e-07
-2.93	0.02	-0.794739	-2.28753e-06
-2.93	0.03	-0.771497	-5.14693e-06
-2.93	0.04	-0.748256	-9.15011e-06
-2.93	0.05	-0.725014	-1.4297e-05
-2.93	0.06	-0.701772	-2.05877e-05
-2.93	0.07	-0.678531	-2.80222e-05
-2.93	0.08	-0.655289	-3.66004e-05
-2.93	0.09	-0.632047	-4.63224e-05
-2.93	0.1	-0.608805	-5.71882e-05
-2.93	0.11	-0.585564	-6.91977e-05
-2.93	0.12	-0.562322	-8.2351e-05
-2.93	0.13	-0.53908	-9.6648e-05
-2.93	0.14	-0.515838	-0.000112089
-2.93	0.15	-0.492597	-0.000128673
-2.93	0.16	-0.469355	-0.000146402
-2.93	0.17	-0.446113	-0.000165274
-2.93	0.18	-0.422872	-0.00018529
-2.93	0.19	-0.39963	-0.000206449
-2.93	0.2	-0.376388	-0.000228753
-2.93	0.21	-0.353146	-0.0002522
-2.93	0.22	-0.329905	-0.000276791
-2.93	0.23	-0.306663	-0.000302525
-2.93	0.24	-0.283421	-0.000329404
-2.93	0.25	-0.26018	-0.000357426
-2.93	0.26	-0.236938	-0.000386592
-2.93	0.27	-0.213696	-0.000416902
-2.93	0.28	-0.190454	-0.000448355
-2.93	0.29	-0.167213	-0.000480952
-2.93	0.3	-0.143971	-0.000514693
-2.93	0.31	-0.120729	-0.000549578
-2.93	0.32	-0.0974875	-0.000585607
-2.93	0.33	-0.0742458	-0.000622779
-2.93	0.34	-0.0510041	-0.000661095
-2.93	0.35	-0.0277623	-0.000700555
-2.93	0.36	-0.00452061	-0.000741159
-2.93	0.37	0.0187211	-0.000782906
-2.93	0.38	0.0419628	-0.000825797
-2.93	0.39	0.0652046	-0.000869832
-2.93	0.4	0.0884463	-0.000915011
-2.93	0.41	0.111688	-0.000961333
-2.93	0.42	0.13493	-0.0010088
-2.93	0.43	0.158171	-0.00105741
-2.93	0.44	0.181413	-0.00110716
-2.93	0.45	0.204655	-0.00115806
-2.93	0.46	0.227897	-0.0012101
-2.93	0.47	0.251138	-0.00126329
-2.93	0.48	0.27438	-0.00131762
-2.93	0.49	0.297622	-0.00137309
-2.93	0.5	0.320863	-0.0014297
-2.93	0.51	0.344105	-0.00148746
-2.93	0.52	0.367347	-0.00154637
-2.93	0.53	0.390589	-0.00160642
-2.93	0.54	0.41383	-0.00166761
-2.93	0.55	0.437072	-0.00172994
-2.93	0.56	0.460314	-0.00179342
-2.93	0.57	0.483556	-0.00185804
-2.93	0.58	0.506797	-0.00192381
-2.93	0.59	0.530039	-0.00199072
-2.93	0.6	0.553281	-0.00205877
-2.93	0.61	0.576522	-0.00212797
-2.93	0.62	0.599764	-0.00219831
-2.93	0.63	0.623006	-0.0022698
-2.93	0.64	0.646248	-0.00234243
-2.93	0.65	0.669489	-0.0024162
-2.93	0.66	0.692731	-0.00249112
-2.93	0.67	0.715973	-0.00256718
-2.93	0.68	0.739214	-0.00264438
-2.93	0.69	0.762456	-0.00272273
-2.93	0.7	0.785698	-0.00280222
-2.93	0.71	0.80894	-0.00288286
-2.93	0.72	0.832181	-0.00296463
-2.93	0.73	0.855423	-0.00304756
